timestamp_ms,voc,nox,mq135_voltage,mq3_voltage,sht40_temperature,sht40_humidity,bme688_temperature,bme688_humidity,bme688_pressure,bme688_gas_resistance,bme688_iaq,bme688_co2_equivalent,bme688_breath_voc_equivalent,scd40_co2,scd40_temperature,scd40_humidity,label,trial,session_id,elapsed_s
37000,155.574,0.475,0.675,0.403,23.066,55.306,23.361,50.394,994.149,13845.484,64.904,493.753,0.787,650.892,23.009,52.379,vinagre,4,vinagre_004,37.0
38000,171.726,1.136,0.661,0.41,23.073,54.41,23.372,50.683,994.407,13415.045,67.718,498.984,0.921,646.965,22.907,52.176,vinagre,4,vinagre_004,38.0
39000,159.675,1.031,0.692,0.42,22.983,55.225,23.423,49.737,993.963,13463.258,70.529,498.586,0.844,646.162,22.951,52.294,vinagre,4,vinagre_004,39.0
40000,184.405,1.79,0.715,0.395,23.028,54.431,23.387,49.663,993.81,13476.831,70.0,491.787,0.908,638.308,23.022,52.373,vinagre,4,vinagre_004,40.0
41000,188.768,1.44,0.738,0.442,23.154,55.134,23.366,50.345,994.137,13244.665,75.769,492.118,1.042,642.695,23.005,52.661,vinagre,4,vinagre_004,41.0
42000,185.21,1.72,0.719,0.449,22.757,55.005,23.238,50.286,993.993,12756.029,77.005,512.587,0.993,670.088,23.054,51.713,vinagre,4,vinagre_004,42.0
43000,182.328,2.228,0.735,0.416,23.027,55.419,23.273,50.88,994.041,12536.656,78.799,497.148,1.061,660.186,23.319,52.703,vinagre,4,vinagre_004,43.0
44000,202.349,1.453,0.751,0.428,23.0,55.097,23.491,49.934,993.98,12443.259,81.973,513.557,1.127,645.442,22.908,52.18,vinagre,4,vinagre_004,44.0
45000,206.876,1.265,0.767,0.433,22.835,54.128,23.283,49.888,994.161,12114.339,86.612,507.784,1.193,663.767,22.892,51.711,vinagre,4,vinagre_004,45.0
46000,216.364,1.59,0.79,0.444,23.15,55.467,23.286,50.63,993.838,11903.282,86.294,506.215,1.14,640.381,22.968,52.17,vinagre,4,vinagre_004,46.0
47000,224.006,2.336,0.805,0.46,22.913,54.715,23.36,49.126,994.137,11581.756,91.903,479.422,1.234,647.401,23.071,53.0,vinagre,4,vinagre_004,47.0
48000,217.127,2.344,0.807,0.456,23.123,55.181,23.467,48.937,993.719,11185.58,91.17,496.908,1.459,652.665,22.964,51.877,vinagre,4,vinagre_004,48.0
49000,240.758,1.433,0.835,0.481,23.049,55.492,23.379,50.768,994.081,10799.653,90.022,496.794,1.371,642.974,23.118,51.382,vinagre,4,vinagre_004,49.0
50000,244.181,1.489,0.811,0.49,22.979,54.959,23.2,49.459,994.12,10842.505,93.031,508.231,1.389,650.494,23.064,51.955,vinagre,4,vinagre_004,50.0
51000,250.527,1.466,0.843,0.494,22.878,55.456,23.441,50.257,994.122,11039.553,92.693,528.181,1.334,637.01,23.115,52.345,vinagre,4,vinagre_004,51.0
52000,242.702,2.185,0.888,0.495,23.069,55.76,23.375,49.813,993.444,10097.403,102.009,508.119,1.493,657.133,23.024,52.267,vinagre,4,vinagre_004,52.0
53000,241.447,1.754,0.86,0.498,23.021,54.952,23.459,50.567,994.182,10177.218,102.451,483.083,1.477,637.099,22.942,52.32,vinagre,4,vinagre_004,53.0
54000,268.77,2.077,0.872,0.486,22.933,55.061,23.283,49.776,993.125,9523.76,103.017,495.975,1.486,667.22,23.044,51.629,vinagre,4,vinagre_004,54.0
55000,258.378,2.42,0.873,0.483,22.956,55.009,23.331,49.897,994.047,9727.677,100.31,503.612,1.582,659.408,22.919,51.811,vinagre,4,vinagre_004,55.0
56000,260.934,2.431,0.878,0.499,22.868,55.892,23.392,50.267,993.993,9247.203,102.417,503.921,1.498,669.498,22.998,52.135,vinagre,4,vinagre_004,56.0
57000,268.514,2.945,0.882,0.474,23.105,56.013,23.515,50.082,993.922,9461.745,108.775,504.98,1.534,630.983,22.846,50.97,vinagre,4,vinagre_004,57.0
58000,258.807,2.388,0.894,0.541,22.891,55.439,23.486,50.147,993.878,9383.908,108.274,502.043,1.561,641.703,23.004,51.866,vinagre,4,vinagre_004,58.0
59000,287.136,3.02,0.9,0.524,23.051,55.086,23.504,49.754,993.879,9315.905,108.982,499.692,1.506,625.382,23.026,52.173,vinagre,4,vinagre_004,59.0
60000,294.177,2.531,0.89,0.507,22.917,55.413,23.282,50.008,993.713,9025.141,112.091,488.806,1.673,655.997,22.92,52.617,vinagre,4,vinagre_004,60.0
61000,296.296,2.592,0.916,0.511,22.985,55.445,23.225,50.514,994.185,8818.402,110.627,504.777,1.575,640.476,22.949,52.158,vinagre,4,vinagre_004,61.0
62000,297.167,2.252,0.901,0.515,23.057,55.346,23.362,50.026,995.034,8869.809,117.604,493.859,1.697,658.126,22.956,52.787,vinagre,4,vinagre_004,62.0
63000,292.319,2.863,0.925,0.549,22.978,54.737,23.339,50.682,993.298,9001.202,115.64,500.51,1.739,646.715,22.94,52.089,vinagre,4,vinagre_004,63.0
64000,296.262,2.359,0.91,0.527,23.056,54.76,23.511,49.917,994.449,8908.286,116.085,516.597,1.711,649.506,22.948,52.071,vinagre,4,vinagre_004,64.0
65000,287.797,1.864,0.904,0.573,22.956,54.741,23.485,50.115,993.501,8355.615,116.497,490.131,1.69,649.476,23.024,50.631,vinagre,4,vinagre_004,65.0
66000,293.45,1.999,0.925,0.526,23.034,55.508,23.273,50.037,993.344,9009.967,118.664,504.984,1.773,655.573,22.899,52.613,vinagre,4,vinagre_004,66.0
67000,297.712,2.268,0.931,0.553,23.049,53.76,23.368,49.374,995.053,8458.438,113.549,497.082,1.728,641.538,22.92,51.48,vinagre,4,vinagre_004,67.0
68000,294.643,2.713,0.948,0.557,22.916,55.411,23.465,49.184,995.082,8624.218,114.078,496.114,1.706,640.87,23.065,51.295,vinagre,4,vinagre_004,68.0
69000,298.881,2.394,0.936,0.517,22.879,54.003,23.367,49.974,994.772,8239.593,117.718,498.66,1.786,655.35,23.042,51.642,vinagre,4,vinagre_004,69.0
70000,313.276,2.629,0.933,0.525,22.978,54.714,23.306,50.478,993.979,8008.909,117.208,488.695,1.792,640.9,22.962,51.305,vinagre,4,vinagre_004,70.0
71000,309.954,2.211,0.942,0.541,23.004,54.846,23.379,50.052,994.862,8108.698,117.632,488.342,1.784,657.597,23.048,51.71,vinagre,4,vinagre_004,71.0
72000,301.824,2.652,0.961,0.562,22.924,54.743,23.377,49.788,993.845,8186.85,120.444,498.513,1.76,668.655,23.111,52.649,vinagre,4,vinagre_004,72.0
73000,298.545,2.468,0.925,0.532,23.103,55.051,23.344,49.824,993.732,8327.747,112.303,514.326,1.805,644.689,23.123,51.699,vinagre,4,vinagre_004,73.0
74000,301.323,2.164,0.955,0.543,23.023,54.838,23.346,50.756,994.445,8206.348,115.832,482.499,1.715,639.795,23.06,51.794,vinagre,4,vinagre_004,74.0
75000,318.926,3.447,0.945,0.577,22.96,55.279,23.432,50.677,994.456,7973.356,120.369,498.57,1.798,655.867,22.907,52.453,vinagre,4,vinagre_004,75.0
76000,299.985,2.339,0.922,0.552,23.07,54.446,23.408,49.959,994.026,8216.931,118.364,486.045,1.772,641.738,22.812,50.996,vinagre,4,vinagre_004,76.0
77000,295.198,2.966,0.952,0.556,23.008,54.955,23.474,50.123,994.268,8222.543,120.86,507.246,1.687,653.574,23.038,52.941,vinagre,4,vinagre_004,77.0
78000,318.198,2.611,0.948,0.541,23.041,54.709,23.434,49.614,993.132,8588.691,118.091,475.6,1.816,660.35,23.046,52.638,vinagre,4,vinagre_004,78.0
79000,322.976,2.088,0.941,0.573,22.934,54.273,23.42,50.128,994.111,8494.083,115.357,523.554,1.795,645.955,22.954,51.549,vinagre,4,vinagre_004,79.0
80000,322.208,2.343,0.961,0.54,22.86,55.589,23.542,50.566,994.092,8304.212,125.607,493.646,1.761,639.126,23.127,51.818,vinagre,4,vinagre_004,80.0
81000,308.067,2.759,0.977,0.533,22.978,55.294,23.409,49.641,994.767,8261.047,117.103,492.697,1.805,657.563,22.997,51.795,vinagre,4,vinagre_004,81.0
82000,316.569,3.104,0.948,0.577,23.065,55.181,23.442,49.438,994.439,8162.495,121.652,516.825,1.815,650.956,23.055,51.471,vinagre,4,vinagre_004,82.0
83000,308.37,2.671,0.937,0.549,22.964,54.727,23.412,49.618,995.075,7957.578,117.237,511.011,1.839,628.261,23.034,52.173,vinagre,4,vinagre_004,83.0
84000,309.616,2.709,0.923,0.533,23.007,54.873,23.342,49.671,993.945,8545.192,121.215,490.521,1.837,634.549,23.011,51.966,vinagre,4,vinagre_004,84.0
85000,305.919,2.352,0.941,0.548,23.024,54.855,23.362,50.346,993.793,7738.396,119.108,518.888,1.745,647.271,23.128,51.715,vinagre,4,vinagre_004,85.0
86000,303.806,3.064,0.945,0.545,23.073,54.592,23.418,50.623,993.757,7846.501,125.03,502.788,1.819,641.628,23.051,51.92,vinagre,4,vinagre_004,86.0
87000,315.468,1.514,0.963,0.538,22.858,55.385,23.369,49.82,994.245,8266.4,121.29,484.52,1.73,644.363,23.012,52.687,vinagre,4,vinagre_004,87.0
88000,316.741,2.393,0.967,0.573,23.109,55.639,23.393,50.181,994.786,7906.078,123.535,492.188,1.838,646.879,23.08,51.418,vinagre,4,vinagre_004,88.0
89000,311.836,2.128,0.934,0.544,22.919,54.682,23.416,49.718,994.464,7927.455,116.68,503.146,1.759,652.024,22.883,51.865,vinagre,4,vinagre_004,89.0
90000,297.777,2.46,0.96,0.56,23.083,55.908,23.301,49.158,993.246,7569.255,118.647,499.776,1.856,658.015,22.877,51.948,vinagre,4,vinagre_004,90.0
91000,302.647,3.206,0.946,0.556,23.143,56.225,23.422,49.955,994.342,8446.785,118.777,519.468,1.861,658.582,22.881,51.859,vinagre,4,vinagre_004,91.0
92000,296.327,2.172,0.923,0.537,22.995,54.135,23.29,50.017,993.804,8678.591,117.489,502.363,1.714,649.316,22.872,52.226,vinagre,4,vinagre_004,92.0
93000,292.961,2.268,0.921,0.541,22.942,54.67,23.297,48.92,993.331,8300.944,117.515,500.985,1.836,637.966,23.049,51.885,vinagre,4,vinagre_004,93.0
94000,294.1,2.482,0.919,0.531,22.945,55.023,23.484,49.772,994.699,8591.698,114.031,490.307,1.666,642.83,23.049,52.145,vinagre,4,vinagre_004,94.0
95000,282.759,2.777,0.93,0.563,23.024,55.117,23.513,50.553,993.788,9018.123,113.262,494.058,1.643,644.886,23.0,52.9,vinagre,4,vinagre_004,95.0
96000,273.543,2.643,0.923,0.507,23.137,55.222,23.39,49.906,992.732,8736.03,116.548,484.301,1.592,655.346,23.054,51.976,vinagre,4,vinagre_004,96.0
97000,287.284,2.512,0.92,0.528,23.057,55.061,23.459,50.133,994.528,9070.708,105.711,492.834,1.627,630.255,23.096,52.412,vinagre,4,vinagre_004,97.0
98000,279.914,2.301,0.923,0.51,22.851,54.973,23.49,49.977,993.751,9381.73,112.423,484.575,1.732,642.13,22.862,51.551,vinagre,4,vinagre_004,98.0
99000,279.563,2.04,0.907,0.494,23.106,55.267,23.372,50.487,994.654,9346.729,108.315,496.301,1.577,632.961,22.986,51.453,vinagre,4,vinagre_004,99.0
100000,267.564,2.946,0.901,0.521,23.126,55.119,23.385,49.805,994.548,9061.266,110.516,523.894,1.644,638.945,22.946,52.548,vinagre,4,vinagre_004,100.0
101000,275.497,2.09,0.873,0.514,22.888,55.065,23.332,50.279,994.221,9125.312,105.721,500.539,1.627,653.672,22.906,51.813,vinagre,4,vinagre_004,101.0
102000,268.511,1.994,0.894,0.517,22.957,53.924,23.438,48.772,993.851,9322.366,102.129,509.023,1.5,668.668,22.914,52.726,vinagre,4,vinagre_004,102.0
103000,261.379,2.801,0.877,0.501,22.907,54.952,23.526,49.488,994.044,9500.984,111.366,478.883,1.558,646.794,22.916,52.104,vinagre,4,vinagre_004,103.0
104000,257.134,2.424,0.901,0.489,23.108,55.038,23.475,49.699,993.829,9939.928,104.265,513.648,1.583,657.083,23.117,52.061,vinagre,4,vinagre_004,104.0
105000,255.825,2.503,0.856,0.486,22.978,55.093,23.263,51.32,994.58,9967.197,100.989,502.934,1.462,628.486,22.938,52.228,vinagre,4,vinagre_004,105.0
106000,262.19,1.869,0.867,0.477,23.011,55.545,23.384,49.985,994.207,9829.48,105.11,496.159,1.492,635.277,22.999,52.144,vinagre,4,vinagre_004,106.0
107000,263.599,2.147,0.855,0.517,22.876,55.866,23.334,49.97,993.625,9621.137,99.485,492.48,1.436,656.629,23.083,52.056,vinagre,4,vinagre_004,107.0
108000,245.769,1.973,0.856,0.51,23.049,55.08,23.393,49.179,994.696,10591.803,101.883,500.023,1.536,677.266,23.104,52.995,vinagre,4,vinagre_004,108.0
109000,253.683,1.931,0.851,0.496,23.006,55.878,23.37,48.671,994.11,10296.785,104.67,512.571,1.592,641.68,23.076,52.218,vinagre,4,vinagre_004,109.0
110000,240.082,1.674,0.831,0.495,22.922,54.984,23.391,49.654,993.63,10280.417,102.774,486.442,1.411,634.856,23.006,52.416,vinagre,4,vinagre_004,110.0
111000,227.59,1.675,0.786,0.522,22.953,55.408,23.453,50.391,993.881,10771.258,95.179,497.535,1.399,662.769,22.964,52.426,vinagre,4,vinagre_004,111.0
112000,240.998,1.973,0.822,0.484,23.078,55.004,23.269,50.598,993.995,11091.195,95.746,486.564,1.316,645.898,22.972,51.71,vinagre,4,vinagre_004,112.0
113000,227.953,2.108,0.811,0.499,22.934,54.996,23.579,50.151,994.225,10881.363,97.82,495.099,1.35,631.994,22.96,53.066,vinagre,4,vinagre_004,113.0
114000,234.476,1.738,0.822,0.496,22.876,55.303,23.275,50.098,994.303,10807.436,97.917,496.208,1.215,657.164,23.013,52.401,vinagre,4,vinagre_004,114.0
115000,232.641,1.893,0.803,0.481,22.955,54.794,23.423,49.862,993.62,11217.9,95.824,511.801,1.388,663.297,22.95,51.252,vinagre,4,vinagre_004,115.0
116000,233.583,1.487,0.823,0.48,23.019,54.851,23.433,49.865,994.164,10909.695,95.929,508.25,1.308,653.661,22.993,51.52,vinagre,4,vinagre_004,116.0
117000,227.571,1.885,0.802,0.462,23.141,54.638,23.296,49.83,993.677,11098.254,89.7,502.4,1.235,643.416,23.035,52.028,vinagre,4,vinagre_004,117.0
118000,221.341,1.927,0.777,0.503,23.027,55.0,23.452,50.206,994.049,10996.157,82.597,501.135,1.312,650.917,23.002,52.853,vinagre,4,vinagre_004,118.0
119000,203.367,1.771,0.816,0.463,23.045,54.617,23.444,48.936,994.735,11637.48,89.526,478.355,1.319,648.367,22.905,52.02,vinagre,4,vinagre_004,119.0
120000,224.56,2.041,0.81,0.457,23.002,54.801,23.547,50.838,993.465,11734.18,89.687,490.576,1.252,630.408,23.097,51.405,vinagre,4,vinagre_004,120.0
121000,227.07,2.129,0.793,0.454,22.957,55.684,23.263,50.511,993.232,11166.034,87.46,499.972,1.198,626.899,22.963,51.666,vinagre,4,vinagre_004,121.0
122000,215.443,1.238,0.769,0.46,23.091,54.035,23.487,49.717,994.54,11405.502,92.326,495.947,1.284,669.039,22.945,51.559,vinagre,4,vinagre_004,122.0
123000,209.733,1.212,0.761,0.469,23.046,55.327,23.376,50.138,994.61,11635.614,90.541,493.298,1.303,635.715,22.838,50.983,vinagre,4,vinagre_004,123.0
124000,218.971,1.578,0.788,0.441,23.038,55.316,23.421,50.163,994.356,11714.864,88.244,500.737,1.195,649.631,22.942,52.214,vinagre,4,vinagre_004,124.0
125000,214.821,1.062,0.794,0.462,23.011,55.32,23.467,50.852,993.686,11926.034,86.242,505.463,1.189,652.946,23.029,51.54,vinagre,4,vinagre_004,125.0
126000,212.302,1.983,0.76,0.477,22.9,55.368,23.455,50.48,993.916,11592.776,84.821,485.644,1.088,636.452,23.013,52.441,vinagre,4,vinagre_004,126.0
127000,219.894,2.197,0.764,0.458,22.952,55.19,23.414,50.74,995.292,12096.948,89.269,505.641,1.215,648.247,23.053,51.596,vinagre,4,vinagre_004,127.0
128000,211.366,1.791,0.761,0.437,23.035,54.333,23.403,51.008,993.448,11559.962,90.676,501.379,1.157,648.284,23.003,52.393,vinagre,4,vinagre_004,128.0
129000,211.244,1.347,0.759,0.421,23.061,54.639,23.503,50.109,993.421,12445.55,81.881,487.961,1.107,655.583,23.026,52.084,vinagre,4,vinagre_004,129.0
130000,215.279,1.874,0.773,0.478,22.909,55.278,23.368,50.635,993.93,11780.705,84.963,509.569,1.031,620.184,22.95,52.557,vinagre,4,vinagre_004,130.0
131000,201.866,1.619,0.777,0.455,22.999,55.511,23.4,50.028,994.787,12112.651,79.77,498.141,1.1,669.085,22.823,51.265,vinagre,4,vinagre_004,131.0
132000,201.797,0.984,0.745,0.454,22.972,55.305,23.407,49.863,993.117,12241.482,84.437,509.575,1.178,660.474,22.957,52.212,vinagre,4,vinagre_004,132.0
133000,180.72,2.211,0.736,0.447,23.033,55.738,23.472,50.344,993.597,12616.824,79.125,509.148,1.166,664.607,22.991,52.296,vinagre,4,vinagre_004,133.0
134000,177.665,1.249,0.759,0.456,23.001,54.779,23.393,49.621,994.423,12390.085,79.155,502.083,1.053,649.239,22.839,51.901,vinagre,4,vinagre_004,134.0
135000,183.257,1.328,0.729,0.439,23.037,55.327,23.521,49.636,993.893,12641.217,84.33,498.047,1.115,640.951,23.079,51.954,vinagre,4,vinagre_004,135.0
136000,183.441,1.608,0.713,0.446,22.821,56.082,23.475,49.921,993.863,12738.342,79.347,492.351,1.012,663.526,23.084,51.537,vinagre,4,vinagre_004,136.0
137000,185.334,1.466,0.73,0.435,23.018,54.215,23.567,49.84,993.972,12658.214,81.707,484.134,1.134,633.946,23.005,52.71,vinagre,4,vinagre_004,137.0
138000,179.99,1.192,0.737,0.462,22.995,54.992,23.372,50.607,994.873,12451.57,78.506,475.577,1.135,671.989,22.99,51.841,vinagre,4,vinagre_004,138.0
139000,199.548,1.218,0.724,0.429,22.863,54.326,23.386,49.578,994.454,12691.89,73.341,503.73,0.967,666.641,23.132,51.824,vinagre,4,vinagre_004,139.0
140000,195.795,2.068,0.741,0.426,23.054,55.978,23.47,49.896,994.667,12392.937,81.646,484.052,1.089,666.907,22.958,51.894,vinagre,4,vinagre_004,140.0
141000,187.825,1.721,0.733,0.444,23.006,54.914,23.321,50.033,994.468,12492.401,75.507,503.58,1.071,654.579,23.021,51.521,vinagre,4,vinagre_004,141.0
142000,180.905,2.045,0.725,0.416,22.97,54.085,23.458,50.114,993.744,12651.918,77.426,498.015,0.938,637.181,23.19,51.811,vinagre,4,vinagre_004,142.0
143000,177.482,1.152,0.726,0.434,23.007,54.792,23.383,49.416,993.901,13260.662,78.003,511.76,0.878,621.382,23.033,52.513,vinagre,4,vinagre_004,143.0
144000,152.148,2.124,0.723,0.426,22.979,55.224,23.523,50.131,994.842,12944.881,80.932,485.673,0.946,658.897,22.976,51.803,vinagre,4,vinagre_004,144.0
145000,178.333,1.302,0.712,0.438,23.102,55.535,23.404,50.357,994.173,13258.797,79.017,511.21,0.959,646.269,22.928,51.572,vinagre,4,vinagre_004,145.0
146000,179.747,2.677,0.717,0.428,22.929,54.943,23.39,50.575,994.594,12659.405,77.359,500.606,0.936,655.892,23.02,51.454,vinagre,4,vinagre_004,146.0
147000,168.848,1.97,0.696,0.42,22.952,54.246,23.439,50.161,993.183,12907.57,76.007,496.107,0.862,664.17,22.992,52.37,vinagre,4,vinagre_004,147.0
148000,199.745,1.302,0.721,0.414,23.147,54.427,23.4,50.438,994.656,12512.541,70.915,503.511,0.998,644.407,23.019,51.709,vinagre,4,vinagre_004,148.0
149000,182.452,1.64,0.698,0.43,23.086,55.077,23.369,50.709,993.076,13397.662,74.467,524.561,0.915,644.89,22.995,51.85,vinagre,4,vinagre_004,149.0
150000,176.546,1.49,0.701,0.434,23.102,55.364,23.39,50.183,993.56,13380.338,72.332,500.924,0.842,641.223,22.87,51.471,vinagre,4,vinagre_004,150.0
151000,178.086,1.047,0.714,0.384,23.024,55.37,23.273,49.605,994.171,13558.614,73.816,510.805,0.984,665.229,23.116,52.325,vinagre,4,vinagre_004,151.0
152000,163.416,1.595,0.722,0.414,23.049,55.525,23.368,50.443,994.117,13719.632,68.048,492.392,0.937,647.326,23.01,51.452,vinagre,4,vinagre_004,152.0
153000,160.053,1.531,0.68,0.419,22.944,55.612,23.469,50.647,993.954,13220.861,75.897,504.244,0.943,664.919,23.126,53.016,vinagre,4,vinagre_004,153.0
154000,158.033,1.484,0.707,0.382,23.127,54.182,23.429,49.24,993.132,13406.9,75.796,500.066,0.875,636.822,22.997,52.184,vinagre,4,vinagre_004,154.0
155000,171.008,2.261,0.7,0.42,22.836,54.803,23.374,49.619,994.025,13455.349,73.463,514.758,0.967,640.289,23.07,52.315,vinagre,4,vinagre_004,155.0
156000,156.125,1.946,0.696,0.403,23.047,54.993,23.384,49.88,994.263,12898.966,68.691,499.883,0.814,646.781,23.131,51.757,vinagre,4,vinagre_004,156.0
157000,158.725,1.388,0.665,0.393,22.955,54.398,23.37,50.345,994.918,13391.166,70.822,510.098,0.865,644.88,23.068,52.127,vinagre,4,vinagre_004,157.0
158000,167.289,1.631,0.68,0.413,23.031,55.456,23.497,50.058,993.67,14184.675,75.762,506.146,0.818,631.062,23.016,51.552,vinagre,4,vinagre_004,158.0
159000,164.469,1.043,0.676,0.387,22.998,55.438,23.317,49.556,993.677,13547.641,67.429,503.205,0.875,674.366,23.046,52.297,vinagre,4,vinagre_004,159.0
160000,173.108,2.418,0.711,0.414,22.965,55.842,23.276,50.93,993.433,14015.799,65.93,509.926,0.901,659.02,23.04,52.584,vinagre,4,vinagre_004,160.0
161000,166.911,1.585,0.698,0.389,23.019,55.223,23.371,49.968,994.451,13723.383,70.747,501.146,0.857,647.689,22.884,52.278,vinagre,4,vinagre_004,161.0
162000,145.586,1.72,0.688,0.399,23.043,55.846,23.374,50.116,993.926,13602.003,69.447,474.669,0.822,637.27,23.056,51.555,vinagre,4,vinagre_004,162.0
163000,150.222,0.002,0.676,0.411,23.038,55.327,23.347,50.946,993.036,13878.652,65.352,492.841,0.805,655.279,22.776,52.132,vinagre,4,vinagre_004,163.0
164000,165.575,1.214,0.657,0.376,23.058,54.73,23.388,49.98,994.227,13962.298,68.885,478.98,0.843,674.664,23.053,51.539,vinagre,4,vinagre_004,164.0
165000,160.173,1.46,0.676,0.369,22.858,55.287,23.45,49.328,994.353,13889.859,71.044,507.547,0.797,633.672,23.023,51.242,vinagre,4,vinagre_004,165.0
166000,131.917,1.07,0.699,0.398,22.963,55.158,23.304,49.795,994.618,14150.584,66.773,495.379,0.814,638.806,22.936,52.333,vinagre,4,vinagre_004,166.0
167000,152.676,1.851,0.668,0.399,23.064,54.731,23.34,49.704,995.087,14570.144,69.024,482.332,0.88,644.651,23.089,51.389,vinagre,4,vinagre_004,167.0
168000,140.959,0.668,0.667,0.401,22.98,54.978,23.347,50.172,993.92,14248.465,64.89,487.47,0.787,635.429,23.01,52.136,vinagre,4,vinagre_004,168.0
169000,148.659,1.161,0.65,0.382,22.901,54.541,23.483,50.62,994.106,14194.466,70.447,484.572,0.835,658.334,22.995,51.165,vinagre,4,vinagre_004,169.0
170000,148.265,1.767,0.677,0.372,23.008,54.204,23.324,49.804,994.356,14525.367,68.71,486.517,0.77,658.065,22.98,52.295,vinagre,4,vinagre_004,170.0
171000,152.039,1.463,0.646,0.396,23.038,54.324,23.338,50.703,994.319,14446.66,64.903,484.77,0.731,650.031,23.109,53.143,vinagre,4,vinagre_004,171.0
172000,156.184,1.399,0.669,0.382,22.986,55.357,23.448,49.742,994.152,14358.607,67.973,507.234,0.671,641.203,22.978,51.623,vinagre,4,vinagre_004,172.0
173000,151.463,0.165,0.663,0.421,22.985,55.354,23.456,49.943,993.966,14001.863,67.795,503.329,0.84,642.741,23.101,52.278,vinagre,4,vinagre_004,173.0
174000,148.572,1.409,0.652,0.404,23.006,54.699,23.382,49.487,994.161,13892.078,62.868,499.871,0.613,635.542,22.932,51.902,vinagre,4,vinagre_004,174.0
175000,161.036,1.255,0.682,0.387,23.001,54.974,23.219,51.024,994.109,14592.023,65.343,492.106,0.777,648.822,22.944,51.145,vinagre,4,vinagre_004,175.0
176000,140.527,0.762,0.67,0.415,22.86,55.51,23.513,49.596,993.879,14251.184,73.497,502.147,0.844,651.328,22.938,51.665,vinagre,4,vinagre_004,176.0
177000,151.787,1.17,0.649,0.408,23.083,53.663,23.333,50.461,994.776,14328.501,70.285,499.623,0.715,649.88,23.013,53.014,vinagre,4,vinagre_004,177.0
178000,144.345,1.319,0.664,0.402,23.007,55.092,23.303,49.817,994.946,14344.935,65.946,500.656,0.647,648.855,22.981,51.238,vinagre,4,vinagre_004,178.0
179000,136.973,1.629,0.683,0.4,22.998,54.238,23.445,49.435,993.275,14513.158,62.774,488.914,0.715,653.202,22.926,51.988,vinagre,4,vinagre_004,179.0
0,96.33,0.807,0.583,0.364,23.043,55.563,23.408,49.474,993.961,16554.308,53.727,499.862,0.478,650.814,22.998,51.244,vinagre,5,vinagre_005,0.0
1000,109.55,1.105,0.583,0.378,22.917,55.043,23.483,51.079,993.424,16026.431,50.146,504.995,0.494,647.289,22.945,51.489,vinagre,5,vinagre_005,1.0
2000,92.771,0.012,0.575,0.371,23.07,55.589,23.219,50.732,993.566,15648.424,46.029,495.153,0.517,646.56,23.064,50.937,vinagre,5,vinagre_005,2.0
3000,92.749,0.452,0.561,0.355,22.905,55.144,23.27,50.504,994.018,16646.33,48.395,505.6,0.474,665.485,23.005,52.02,vinagre,5,vinagre_005,3.0
4000,103.534,1.059,0.55,0.353,23.129,55.303,23.528,50.616,995.132,15869.898,51.223,499.311,0.503,633.232,23.086,50.969,vinagre,5,vinagre_005,4.0
5000,110.743,1.22,0.59,0.39,23.037,55.249,23.328,49.789,993.871,16206.256,55.581,493.174,0.527,659.009,22.974,53.04,vinagre,5,vinagre_005,5.0
6000,106.213,1.3,0.58,0.367,22.963,54.84,23.541,49.675,993.104,15634.232,57.02,503.251,0.549,638.873,22.936,51.648,vinagre,5,vinagre_005,6.0
7000,105.067,0.955,0.575,0.366,22.926,55.132,23.297,50.418,994.609,15694.813,49.524,507.003,0.497,643.801,23.097,52.168,vinagre,5,vinagre_005,7.0
8000,106.424,0.393,0.592,0.383,22.857,55.396,23.457,49.95,994.67,15423.373,54.096,490.777,0.432,636.689,23.149,51.584,vinagre,5,vinagre_005,8.0
9000,99.315,0.743,0.601,0.371,22.972,54.072,23.318,50.552,993.955,15959.234,50.616,499.427,0.499,641.773,22.936,51.896,vinagre,5,vinagre_005,9.0
10000,95.655,1.026,0.587,0.359,23.04,54.552,23.299,50.144,994.007,15844.385,52.385,502.86,0.485,630.754,23.107,52.375,vinagre,5,vinagre_005,10.0
11000,103.304,0.747,0.574,0.373,23.226,54.977,23.317,49.371,993.851,15906.706,55.504,504.304,0.507,652.428,22.934,51.753,vinagre,5,vinagre_005,11.0
12000,104.33,0.564,0.6,0.382,23.101,55.274,23.487,49.842,993.553,15693.959,51.82,503.586,0.46,637.366,22.925,52.277,vinagre,5,vinagre_005,12.0
13000,119.432,0.81,0.574,0.389,23.019,55.246,23.413,49.64,993.74,16110.896,50.208,488.402,0.479,639.545,22.952,51.651,vinagre,5,vinagre_005,13.0
14000,107.852,0.939,0.59,0.353,23.019,55.545,23.416,50.959,994.267,15518.727,53.379,517.42,0.585,651.456,22.899,52.042,vinagre,5,vinagre_005,14.0
15000,108.394,0.435,0.591,0.358,22.947,55.316,23.313,50.936,994.842,16102.203,45.767,514.669,0.599,650.389,23.117,52.803,vinagre,5,vinagre_005,15.0
16000,105.7,1.635,0.602,0.336,22.921,55.443,23.331,49.97,994.026,15732.429,54.355,522.823,0.483,660.55,22.993,51.789,vinagre,5,vinagre_005,16.0
17000,109.009,0.835,0.544,0.368,23.1,55.577,23.41,49.552,993.934,15763.32,53.229,498.501,0.521,655.078,23.031,51.881,vinagre,5,vinagre_005,17.0
